Comment,Time
Only one party believes in climate change. That one party has to face ! massive losses because they allow the silliness of defining a wo!man and CRT to form a weapon against them. The GOP has no ideas and no policies......just fear and lies. Meanwhile the world burns.,2022-03-29T07:08:33Z
David is invited to all of my family barbecues going forward,2022-03-29T06:59:04Z
"As if republicans really care about women! In my whole voting life, they NEVER have. NEVER. Going back to the early 1970s. Republican policies have screwed women and all working Americans.",2022-03-29T06:55:47Z
Michael was good on this,2022-03-29T06:45:21Z
"Great job, David.",2022-03-29T06:32:36Z
"'Nothing matters unless I SAY IT DOES!' - Pakman. What a hack; All you've done is call bad faith on the opposing argument without actually attacking it based on it's merits. Seeing as how YOU went to the Daily Wire, instead of the other way around, you're the one arguing in bad faith about bad faith arguments aka: Wasting everyone's time.",2022-03-29T06:31:55Z
Oh yeah! That's the stuff.'Michael Knowles too. I know he can be a real spin doctor so not getting baited into a trap with him is awesome!,2022-03-29T06:28:02Z
"With Clarence Thomas not resigning immediately since his wife is an open treasonous traitor against the constitution, the Supreme Court has zero credibility",2022-03-29T06:18:11Z
"The whole define woman thing reminds of what religion are you back when I was a kid, it's just a gotcha question to reinforce people's bigotry",2022-03-29T06:13:16Z
"How about celebrating difference ( which leftists supposedly espouse) and difference of  opininons as well, which actually many don't in practice. Viva le difference as the French would say. Or as I say,, thank God we are not all the same. What kind of world would it be where everyone thought, looked, and acted the same? I remember seeing a number of twilight zone episodes from the sixties, that touched on this subject - conformity etc. Way ahead of its time and something to ponder especially in today's tribalised world.",2022-03-29T06:03:41Z
"@'https://www.youtube.com/watch?v=dwOSlwtyA_M't=2m40s"">2:40' I learned in elementary school that you can't define a word but what it's not... Guess he didn't make it that far",2022-03-29T05:58:10Z
"David I’m rooting for you bud. And I don’t like Micheal Knowls, but I kinda felt like you were being rude when Micheal was giving you an opportunity to speak with him.",2022-03-29T05:52:15Z
"'https://www.youtube.com/watch?v=dwOSlwtyA_M't=2m28s"">2:28' Michael Knowles: 'They haven't given the definition of woman, but it's not the old definition of woman, which is: 'a person who's not a man.'''That's a pretty bad definition. According to that definition, all children would be women and all babies would be women. Also, the Holy Spirit of the Bible would be a woman according to that definition.",2022-03-29T05:50:22Z
"“I don’t do dictionary, I do politics” says a guy who doesn’t understand how these 2 things are often and certainly in this instance interchangeable.",2022-03-29T05:48:45Z
Did he really say that other Supreme Court nominees have never been asked to define a women because it has never been controversial before until now? Did he forget the two people Trump nominated in 2018 and 2020 who weren't asked once that question? Ever since the green MNM conservatives have not been the same.,2022-03-29T05:38:57Z
Well done David,2022-03-29T05:36:05Z
'i'll talk to you man to man.'''aaaahahha'MK didn't pick up on that.,2022-03-29T05:28:32Z
David taking Michael to school with precision.,2022-03-29T05:22:28Z
This is the type of debates America needs,2022-03-29T05:19:21Z
"The whole thing was spent badgering David about 'the definition of what a 'woman' is.' Jeez, that's all he has to discuss? Nothing about the severe wealth inequality, tax dodging by the rich, climate change, foreign policy, healthcare....???",2022-03-29T05:11:26Z
That was awesome :) !!!!! It seems all republican replicants have the same algorithms controlling their talking points. You can set your watch by them :),2022-03-29T04:58:24Z
if a woman is someone who isn't a man... then what is a man?,2022-03-29T04:54:43Z
"To me the definition of gender is very simple, whatever the person says is their gender. There is no other physical, psychological or biological characteristic that applies to the entire cohort of man/woman. But I get not being drawn into the definition debate when talking about politics.",2022-03-29T04:50:09Z
The right: How can she not define what a woman is?''Me: There are 60 million Americans without healthcare right now and you brought me on your show to talk about culture war bullshit?,2022-03-29T04:45:35Z
"Adult, female (meeting the biological characteristics distinguishable from males) of the human species…to Katanji “Are you a woman?”….“How do you know?”….",2022-03-29T04:44:29Z
David answered perfectly but are we really living in a world that we can't define what a woman is.,2022-03-29T04:44:09Z
Seems to me the definition of a woman would be someone who can carry and bith babies?,2022-03-29T04:42:15Z
"There were good points made by both. I try to look behind the tribalism, my side vs your side stuff, and just promote what makes sense. I know that's rare. But the definition of woman obviously matters in a legal sense. There are legal protections for women. So that was an own by Knowles. Packman can be a bad faith actor as well. Why won't he give his definition of woman? He says he doesn't deal with definitions? Bullshit. He, like everyone else, uses definitions all the time. Will u define wealth disparities? I bet you would. He doesn't want to define woman because on one hand he would make the lgbtq...lmnop...crowd mad. Then on the other hand, perhaps he doesn't want to give the 'gender is only a social construct' definition because he knows that's bullshit too.  And if u want say you are this or that, that is fine. Just stop going off the deep end with pronouns and sports and controlling others, etc.",2022-03-29T04:41:54Z
